Index,Video_ID,Stress_Score
3391,3392_1042_IWW_FEA_XX_stress_0.90,0.90
3392,3393_1042_IWW_HAP_XX_stress_0.10,0.10
3393,3394_1042_IWW_NEU_XX_stress_0.20,0.20
3394,3395_1042_IWW_SAD_XX_stress_0.75,0.75
3395,3396_1042_MTI_ANG_XX_stress_0.90,0.90
3396,3397_1042_MTI_DIS_XX_stress_0.70,0.70
3397,3398_1042_MTI_FEA_XX_stress_0.90,0.90
3398,3399_1042_MTI_HAP_XX_stress_0.10,0.10
3399,3400_1042_MTI_NEU_XX_stress_0.20,0.20
3400,3401_1042_MTI_SAD_XX_stress_0.75,0.75
3401,3402_1042_TAI_ANG_XX_stress_0.90,0.90
3402,3403_1042_TAI_DIS_XX_stress_0.70,0.70
3403,3404_1042_TAI_FEA_XX_stress_0.90,0.90
3404,3405_1042_TAI_HAP_XX_stress_0.10,0.10
3405,3406_1042_TAI_NEU_XX_stress_0.20,0.20
3406,3407_1042_TAI_SAD_XX_stress_0.75,0.75
3407,3408_1042_TIE_ANG_XX_stress_0.90,0.90
3408,3409_1042_TIE_DIS_XX_stress_0.70,0.70
3409,3410_1042_TIE_FEA_XX_stress_0.90,0.90
3410,3411_1042_TIE_HAP_XX_stress_0.10,0.10
3411,3412_1042_TIE_NEU_XX_stress_0.20,0.20
3412,3413_1042_TIE_SAD_XX_stress_0.75,0.75
3413,3414_1042_TSI_ANG_XX_stress_0.90,0.90
3414,3415_1042_TSI_DIS_XX_stress_0.70,0.70
3415,3416_1042_TSI_FEA_XX_stress_0.90,0.90
3416,3417_1042_TSI_HAP_XX_stress_0.10,0.10
3417,3418_1042_TSI_NEU_XX_stress_0.20,0.20
3418,3419_1042_TSI_SAD_XX_stress_0.75,0.75
3419,3420_1042_WSI_ANG_XX_stress_0.90,0.90
3420,3421_1042_WSI_DIS_XX_stress_0.70,0.70
3421,3422_1042_WSI_FEA_XX_stress_0.90,0.90
3422,3423_1042_WSI_HAP_XX_stress_0.10,0.10
3423,3424_1042_WSI_NEU_XX_stress_0.20,0.20
3424,3425_1042_WSI_SAD_XX_stress_0.75,0.75
3425,3426_1043_DFA_ANG_XX_stress_0.90,0.90
3426,3427_1043_DFA_DIS_XX_stress_0.70,0.70
3427,3428_1043_DFA_FEA_XX_stress_0.90,0.90
3428,3429_1043_DFA_HAP_XX_stress_0.10,0.10
3429,3430_1043_DFA_NEU_XX_stress_0.20,0.20
3430,3431_1043_DFA_SAD_XX_stress_0.75,0.75
3431,3432_1043_IEO_ANG_HI_stress_1.00,1.00
3432,3433_1043_IEO_ANG_LO_stress_0.80,0.80
3433,3434_1043_IEO_ANG_MD_stress_0.90,0.90
3434,3435_1043_IEO_DIS_HI_stress_0.80,0.80
3435,3436_1043_IEO_DIS_LO_stress_0.60,0.60
3436,3437_1043_IEO_DIS_MD_stress_0.70,0.70
3437,3438_1043_IEO_FEA_HI_stress_1.00,1.00
3438,3439_1043_IEO_FEA_LO_stress_0.80,0.80
3439,3440_1043_IEO_FEA_MD_stress_0.90,0.90
3440,3441_1043_IEO_HAP_HI_stress_0.00,0.00
3441,3442_1043_IEO_HAP_LO_stress_0.20,0.20
3442,3443_1043_IEO_HAP_MD_stress_0.10,0.10
3443,3444_1043_IEO_NEU_XX_stress_0.20,0.20
3444,3445_1043_IEO_SAD_HI_stress_0.90,0.90
3445,3446_1043_IEO_SAD_LO_stress_0.60,0.60
3446,3447_1043_IEO_SAD_MD_stress_0.75,0.75
3447,3448_1043_IOM_ANG_XX_stress_0.90,0.90
3448,3449_1043_IOM_DIS_XX_stress_0.70,0.70
3449,3450_1043_IOM_FEA_XX_stress_0.90,0.90
3450,3451_1043_IOM_HAP_XX_stress_0.10,0.10
3451,3452_1043_IOM_NEU_XX_stress_0.20,0.20
3452,3453_1043_IOM_SAD_XX_stress_0.75,0.75
3453,3454_1043_ITH_ANG_XX_stress_0.90,0.90
3454,3455_1043_ITH_DIS_XX_stress_0.70,0.70
3455,3456_1043_ITH_FEA_XX_stress_0.90,0.90
3456,3457_1043_ITH_HAP_XX_stress_0.10,0.10
3457,3458_1043_ITH_NEU_XX_stress_0.20,0.20
3458,3459_1043_ITH_SAD_XX_stress_0.75,0.75
3459,3460_1043_ITS_ANG_XX_stress_0.90,0.90
3460,3461_1043_ITS_DIS_XX_stress_0.70,0.70
3461,3462_1043_ITS_FEA_XX_stress_0.90,0.90
3462,3463_1043_ITS_HAP_XX_stress_0.10,0.10
3463,3464_1043_ITS_NEU_XX_stress_0.20,0.20
3464,3465_1043_ITS_SAD_XX_stress_0.75,0.75
3465,3466_1043_IWL_ANG_XX_stress_0.90,0.90
3466,3467_1043_IWL_DIS_XX_stress_0.70,0.70
3467,3468_1043_IWL_FEA_XX_stress_0.90,0.90
3468,3469_1043_IWL_HAP_XX_stress_0.10,0.10
3469,3470_1043_IWL_NEU_XX_stress_0.20,0.20
3470,3471_1043_IWL_SAD_XX_stress_0.75,0.75
3471,3472_1043_IWW_ANG_XX_stress_0.90,0.90
3472,3473_1043_IWW_DIS_XX_stress_0.70,0.70
3473,3474_1043_IWW_FEA_XX_stress_0.90,0.90
3474,3475_1043_IWW_HAP_XX_stress_0.10,0.10
3475,3476_1043_IWW_NEU_XX_stress_0.20,0.20
3476,3477_1043_IWW_SAD_XX_stress_0.75,0.75
3477,3478_1043_MTI_ANG_XX_stress_0.90,0.90
3478,3479_1043_MTI_DIS_XX_stress_0.70,0.70
3479,3480_1043_MTI_FEA_XX_stress_0.90,0.90
3480,3481_1043_MTI_HAP_XX_stress_0.10,0.10
3481,3482_1043_MTI_NEU_XX_stress_0.20,0.20
3482,3483_1043_MTI_SAD_XX_stress_0.75,0.75
3483,3484_1043_TAI_ANG_XX_stress_0.90,0.90
3484,3485_1043_TAI_DIS_XX_stress_0.70,0.70
3485,3486_1043_TAI_FEA_XX_stress_0.90,0.90
3486,3487_1043_TAI_HAP_XX_stress_0.10,0.10
3487,3488_1043_TAI_NEU_XX_stress_0.20,0.20
3488,3489_1043_TAI_SAD_XX_stress_0.75,0.75
3489,3490_1043_TIE_ANG_XX_stress_0.90,0.90
3490,3491_1043_TIE_DIS_XX_stress_0.70,0.70
3491,3492_1043_TIE_FEA_XX_stress_0.90,0.90
3492,3493_1043_TIE_HAP_XX_stress_0.10,0.10
3493,3494_1043_TIE_NEU_XX_stress_0.20,0.20
3494,3495_1043_TIE_SAD_XX_stress_0.75,0.75
3495,3496_1043_TSI_ANG_XX_stress_0.90,0.90
3496,3497_1043_TSI_DIS_XX_stress_0.70,0.70
3497,3498_1043_TSI_FEA_XX_stress_0.90,0.90
3498,3499_1043_TSI_HAP_XX_stress_0.10,0.10
3499,3500_1043_TSI_NEU_XX_stress_0.20,0.20
3500,3501_1043_TSI_SAD_XX_stress_0.75,0.75
3501,3502_1043_WSI_ANG_XX_stress_0.90,0.90
3502,3503_1043_WSI_DIS_XX_stress_0.70,0.70
3503,3504_1043_WSI_FEA_XX_stress_0.90,0.90
3504,3505_1043_WSI_HAP_XX_stress_0.10,0.10
3505,3506_1043_WSI_NEU_XX_stress_0.20,0.20
3506,3507_1043_WSI_SAD_XX_stress_0.75,0.75
3507,3508_1044_DFA_ANG_XX_stress_0.90,0.90
3508,3509_1044_DFA_DIS_XX_stress_0.70,0.70
3509,3510_1044_DFA_FEA_XX_stress_0.90,0.90
3510,3511_1044_DFA_HAP_XX_stress_0.10,0.10
3511,3512_1044_DFA_NEU_XX_stress_0.20,0.20
3512,3513_1044_DFA_SAD_XX_stress_0.75,0.75
3513,3514_1044_IEO_ANG_HI_stress_1.00,1.00
3514,3515_1044_IEO_ANG_LO_stress_0.80,0.80
3515,3516_1044_IEO_ANG_MD_stress_0.90,0.90
3516,3517_1044_IEO_DIS_HI_stress_0.80,0.80
3517,3518_1044_IEO_DIS_LO_stress_0.60,0.60
3518,3519_1044_IEO_DIS_MD_stress_0.70,0.70
3519,3520_1044_IEO_FEA_HI_stress_1.00,1.00
3520,3521_1044_IEO_FEA_LO_stress_0.80,0.80
3521,3522_1044_IEO_FEA_MD_stress_0.90,0.90
3522,3523_1044_IEO_HAP_HI_stress_0.00,0.00
3523,3524_1044_IEO_HAP_LO_stress_0.20,0.20
3524,3525_1044_IEO_HAP_MD_stress_0.10,0.10
3525,3526_1044_IEO_NEU_XX_stress_0.20,0.20
3526,3527_1044_IEO_SAD_HI_stress_0.90,0.90
3527,3528_1044_IEO_SAD_LO_stress_0.60,0.60
3528,3529_1044_IEO_SAD_MD_stress_0.75,0.75
3529,3530_1044_IOM_ANG_XX_stress_0.90,0.90
3530,3531_1044_IOM_DIS_XX_stress_0.70,0.70
3531,3532_1044_IOM_FEA_XX_stress_0.90,0.90
3532,3533_1044_IOM_HAP_XX_stress_0.10,0.10
3533,3534_1044_IOM_NEU_XX_stress_0.20,0.20
3534,3535_1044_IOM_SAD_XX_stress_0.75,0.75
3535,3536_1044_ITH_ANG_XX_stress_0.90,0.90
3536,3537_1044_ITH_DIS_XX_stress_0.70,0.70
3537,3538_1044_ITH_FEA_XX_stress_0.90,0.90
3538,3539_1044_ITH_HAP_XX_stress_0.10,0.10
3539,3540_1044_ITH_NEU_XX_stress_0.20,0.20
3540,3541_1044_ITH_SAD_XX_stress_0.75,0.75
3541,3542_1044_ITS_ANG_XX_stress_0.90,0.90
3542,3543_1044_ITS_DIS_XX_stress_0.70,0.70
3543,3544_1044_ITS_FEA_XX_stress_0.90,0.90
3544,3545_1044_ITS_HAP_XX_stress_0.10,0.10
3545,3546_1044_ITS_NEU_XX_stress_0.20,0.20
3546,3547_1044_ITS_SAD_XX_stress_0.75,0.75
3547,3548_1044_IWL_ANG_XX_stress_0.90,0.90
3548,3549_1044_IWL_DIS_XX_stress_0.70,0.70
3549,3550_1044_IWL_FEA_XX_stress_0.90,0.90
3550,3551_1044_IWL_HAP_XX_stress_0.10,0.10
3551,3552_1044_IWL_NEU_XX_stress_0.20,0.20
3552,3553_1044_IWL_SAD_XX_stress_0.75,0.75
3553,3554_1044_IWW_ANG_XX_stress_0.90,0.90
3554,3555_1044_IWW_DIS_XX_stress_0.70,0.70
3555,3556_1044_IWW_FEA_XX_stress_0.90,0.90
3556,3557_1044_IWW_HAP_XX_stress_0.10,0.10
3557,3558_1044_IWW_NEU_XX_stress_0.20,0.20
3558,3559_1044_IWW_SAD_XX_stress_0.75,0.75
3559,3560_1044_MTI_ANG_XX_stress_0.90,0.90
3560,3561_1044_MTI_DIS_XX_stress_0.70,0.70
3561,3562_1044_MTI_FEA_XX_stress_0.90,0.90
3562,3563_1044_MTI_HAP_XX_stress_0.10,0.10
3563,3564_1044_MTI_NEU_XX_stress_0.20,0.20
3564,3565_1044_MTI_SAD_XX_stress_0.75,0.75
3565,3566_1044_TAI_ANG_XX_stress_0.90,0.90
3566,3567_1044_TAI_DIS_XX_stress_0.70,0.70
3567,3568_1044_TAI_FEA_XX_stress_0.90,0.90
3568,3569_1044_TAI_HAP_XX_stress_0.10,0.10
3569,3570_1044_TAI_NEU_XX_stress_0.20,0.20
3570,3571_1044_TAI_SAD_XX_stress_0.75,0.75
3571,3572_1044_TIE_ANG_XX_stress_0.90,0.90
3572,3573_1044_TIE_DIS_XX_stress_0.70,0.70
3573,3574_1044_TIE_FEA_XX_stress_0.90,0.90
3574,3575_1044_TIE_HAP_XX_stress_0.10,0.10
3575,3576_1044_TIE_NEU_XX_stress_0.20,0.20
3576,3577_1044_TIE_SAD_XX_stress_0.75,0.75
3577,3578_1044_TSI_ANG_XX_stress_0.90,0.90
3578,3579_1044_TSI_DIS_XX_stress_0.70,0.70
3579,3580_1044_TSI_FEA_XX_stress_0.90,0.90
3580,3581_1044_TSI_HAP_XX_stress_0.10,0.10
3581,3582_1044_TSI_NEU_XX_stress_0.20,0.20
3582,3583_1044_TSI_SAD_XX_stress_0.75,0.75
3583,3584_1044_WSI_ANG_XX_stress_0.90,0.90
3584,3585_1044_WSI_DIS_XX_stress_0.70,0.70
3585,3586_1044_WSI_FEA_XX_stress_0.90,0.90
3586,3587_1044_WSI_HAP_XX_stress_0.10,0.10
3587,3588_1044_WSI_NEU_XX_stress_0.20,0.20
3588,3589_1044_WSI_SAD_XX_stress_0.75,0.75
3589,3590_1045_DFA_ANG_XX_stress_0.90,0.90
3590,3591_1045_DFA_DIS_XX_stress_0.70,0.70
3591,3592_1045_DFA_FEA_XX_stress_0.90,0.90
3592,3593_1045_DFA_HAP_XX_stress_0.10,0.10
3593,3594_1045_DFA_NEU_XX_stress_0.20,0.20
3594,3595_1045_DFA_SAD_XX_stress_0.75,0.75
3595,3596_1045_IEO_ANG_HI_stress_1.00,1.00
3596,3597_1045_IEO_ANG_LO_stress_0.80,0.80
3597,3598_1045_IEO_ANG_MD_stress_0.90,0.90
3598,3599_1045_IEO_DIS_HI_stress_0.80,0.80
3599,3600_1045_IEO_DIS_LO_stress_0.60,0.60
3600,3601_1045_IEO_DIS_MD_stress_0.70,0.70
3601,3602_1045_IEO_FEA_HI_stress_1.00,1.00
3602,3603_1045_IEO_FEA_LO_stress_0.80,0.80
3603,3604_1045_IEO_FEA_MD_stress_0.90,0.90
3604,3605_1045_IEO_HAP_HI_stress_0.00,0.00
3605,3606_1045_IEO_HAP_LO_stress_0.20,0.20
3606,3607_1045_IEO_HAP_MD_stress_0.10,0.10
3607,3608_1045_IEO_NEU_XX_stress_0.20,0.20
3608,3609_1045_IEO_SAD_HI_stress_0.90,0.90
3609,3610_1045_IEO_SAD_LO_stress_0.60,0.60
3610,3611_1045_IEO_SAD_MD_stress_0.75,0.75
3611,3612_1045_IOM_ANG_XX_stress_0.90,0.90
3612,3613_1045_IOM_DIS_XX_stress_0.70,0.70
3613,3614_1045_IOM_FEA_XX_stress_0.90,0.90
3614,3615_1045_IOM_HAP_XX_stress_0.10,0.10
3615,3616_1045_IOM_NEU_XX_stress_0.20,0.20
3616,3617_1045_IOM_SAD_XX_stress_0.75,0.75
3617,3618_1045_ITH_ANG_XX_stress_0.90,0.90
3618,3619_1045_ITH_DIS_XX_stress_0.70,0.70
3619,3620_1045_ITH_FEA_XX_stress_0.90,0.90
3620,3621_1045_ITH_HAP_XX_stress_0.10,0.10
3621,3622_1045_ITH_NEU_XX_stress_0.20,0.20
3622,3623_1045_ITH_SAD_XX_stress_0.75,0.75
3623,3624_1045_ITS_ANG_XX_stress_0.90,0.90
3624,3625_1045_ITS_DIS_XX_stress_0.70,0.70
3625,3626_1045_ITS_FEA_XX_stress_0.90,0.90
3626,3627_1045_ITS_HAP_XX_stress_0.10,0.10
3627,3628_1045_ITS_NEU_XX_stress_0.20,0.20
3628,3629_1045_ITS_SAD_XX_stress_0.75,0.75
3629,3630_1045_IWL_ANG_XX_stress_0.90,0.90
3630,3631_1045_IWL_DIS_XX_stress_0.70,0.70
3631,3632_1045_IWL_FEA_XX_stress_0.90,0.90
3632,3633_1045_IWL_HAP_XX_stress_0.10,0.10
3633,3634_1045_IWL_NEU_XX_stress_0.20,0.20
3634,3635_1045_IWL_SAD_XX_stress_0.75,0.75
3635,3636_1045_IWW_ANG_XX_stress_0.90,0.90
3636,3637_1045_IWW_DIS_XX_stress_0.70,0.70
3637,3638_1045_IWW_FEA_XX_stress_0.90,0.90
3638,3639_1045_IWW_HAP_XX_stress_0.10,0.10
3639,3640_1045_IWW_NEU_XX_stress_0.20,0.20
3640,3641_1045_IWW_SAD_XX_stress_0.75,0.75
3641,3642_1045_MTI_ANG_XX_stress_0.90,0.90
3642,3643_1045_MTI_DIS_XX_stress_0.70,0.70
3643,3644_1045_MTI_FEA_XX_stress_0.90,0.90
3644,3645_1045_MTI_HAP_XX_stress_0.10,0.10
3645,3646_1045_MTI_NEU_XX_stress_0.20,0.20
3646,3647_1045_MTI_SAD_XX_stress_0.75,0.75
3647,3648_1045_TAI_ANG_XX_stress_0.90,0.90
3648,3649_1045_TAI_DIS_XX_stress_0.70,0.70
3649,3650_1045_TAI_FEA_XX_stress_0.90,0.90
3650,3651_1045_TAI_HAP_XX_stress_0.10,0.10
3651,3652_1045_TAI_NEU_XX_stress_0.20,0.20
3652,3653_1045_TAI_SAD_XX_stress_0.75,0.75
3653,3654_1045_TIE_ANG_XX_stress_0.90,0.90
3654,3655_1045_TIE_DIS_XX_stress_0.70,0.70
3655,3656_1045_TIE_FEA_XX_stress_0.90,0.90
3656,3657_1045_TIE_HAP_XX_stress_0.10,0.10
3657,3658_1045_TIE_NEU_XX_stress_0.20,0.20
3658,3659_1045_TIE_SAD_XX_stress_0.75,0.75
3659,3660_1045_TSI_ANG_XX_stress_0.90,0.90
3660,3661_1045_TSI_DIS_XX_stress_0.70,0.70
3661,3662_1045_TSI_FEA_XX_stress_0.90,0.90
3662,3663_1045_TSI_HAP_XX_stress_0.10,0.10
3663,3664_1045_TSI_NEU_XX_stress_0.20,0.20
3664,3665_1045_TSI_SAD_XX_stress_0.75,0.75
3665,3666_1045_WSI_ANG_XX_stress_0.90,0.90
3666,3667_1045_WSI_DIS_XX_stress_0.70,0.70
3667,3668_1045_WSI_FEA_XX_stress_0.90,0.90
3668,3669_1045_WSI_HAP_XX_stress_0.10,0.10
3669,3670_1045_WSI_NEU_XX_stress_0.20,0.20
3670,3671_1045_WSI_SAD_XX_stress_0.75,0.75
3671,3672_1046_DFA_ANG_XX_stress_0.90,0.90
3672,3673_1046_DFA_DIS_XX_stress_0.70,0.70
3673,3674_1046_DFA_FEA_XX_stress_0.90,0.90
3674,3675_1046_DFA_HAP_XX_stress_0.10,0.10
3675,3676_1046_DFA_NEU_XX_stress_0.20,0.20
3676,3677_1046_DFA_SAD_XX_stress_0.75,0.75
3677,3678_1046_IEO_ANG_HI_stress_1.00,1.00
3678,3679_1046_IEO_ANG_LO_stress_0.80,0.80
3679,3680_1046_IEO_ANG_MD_stress_0.90,0.90
3680,3681_1046_IEO_DIS_HI_stress_0.80,0.80
3681,3682_1046_IEO_DIS_LO_stress_0.60,0.60
3682,3683_1046_IEO_DIS_MD_stress_0.70,0.70
3683,3684_1046_IEO_FEA_HI_stress_1.00,1.00
3684,3685_1046_IEO_FEA_LO_stress_0.80,0.80
3685,3686_1046_IEO_FEA_MD_stress_0.90,0.90
3686,3687_1046_IEO_HAP_HI_stress_0.00,0.00
3687,3688_1046_IEO_HAP_LO_stress_0.20,0.20
3688,3689_1046_IEO_HAP_MD_stress_0.10,0.10
3689,3690_1046_IEO_NEU_XX_stress_0.20,0.20
3690,3691_1046_IEO_SAD_HI_stress_0.90,0.90
3691,3692_1046_IEO_SAD_LO_stress_0.60,0.60
3692,3693_1046_IEO_SAD_MD_stress_0.75,0.75
3693,3694_1046_IOM_ANG_XX_stress_0.90,0.90
3694,3695_1046_IOM_DIS_XX_stress_0.70,0.70
3695,3696_1046_IOM_FEA_XX_stress_0.90,0.90
3696,3697_1046_IOM_HAP_XX_stress_0.10,0.10
3697,3698_1046_IOM_NEU_XX_stress_0.20,0.20
3698,3699_1046_IOM_SAD_XX_stress_0.75,0.75
3699,3700_1046_ITH_ANG_XX_stress_0.90,0.90
3700,3701_1046_ITH_DIS_XX_stress_0.70,0.70
3701,3702_1046_ITH_FEA_XX_stress_0.90,0.90
3702,3703_1046_ITH_HAP_XX_stress_0.10,0.10
3703,3704_1046_ITH_NEU_XX_stress_0.20,0.20
3704,3705_1046_ITH_SAD_XX_stress_0.75,0.75
3705,3706_1046_ITS_ANG_XX_stress_0.90,0.90
3706,3707_1046_ITS_DIS_XX_stress_0.70,0.70
3707,3708_1046_ITS_FEA_XX_stress_0.90,0.90
3708,3709_1046_ITS_HAP_XX_stress_0.10,0.10
3709,3710_1046_ITS_NEU_XX_stress_0.20,0.20
3710,3711_1046_ITS_SAD_XX_stress_0.75,0.75
3711,3712_1046_IWL_ANG_XX_stress_0.90,0.90
3712,3713_1046_IWL_DIS_XX_stress_0.70,0.70
3713,3714_1046_IWL_FEA_XX_stress_0.90,0.90
3714,3715_1046_IWL_HAP_XX_stress_0.10,0.10
3715,3716_1046_IWL_NEU_XX_stress_0.20,0.20
3716,3717_1046_IWL_SAD_XX_stress_0.75,0.75
3717,3718_1046_IWW_ANG_XX_stress_0.90,0.90
3718,3719_1046_IWW_DIS_XX_stress_0.70,0.70
3719,3720_1046_IWW_FEA_XX_stress_0.90,0.90
3720,3721_1046_IWW_HAP_XX_stress_0.10,0.10
3721,3722_1046_IWW_NEU_XX_stress_0.20,0.20
3722,3723_1046_IWW_SAD_XX_stress_0.75,0.75
3723,3724_1046_MTI_ANG_XX_stress_0.90,0.90
3724,3725_1046_MTI_DIS_XX_stress_0.70,0.70
3725,3726_1046_MTI_FEA_XX_stress_0.90,0.90
3726,3727_1046_MTI_HAP_XX_stress_0.10,0.10
3727,3728_1046_MTI_NEU_XX_stress_0.20,0.20
3728,3729_1046_MTI_SAD_XX_stress_0.75,0.75
3729,3730_1046_TAI_ANG_XX_stress_0.90,0.90
3730,3731_1046_TAI_DIS_XX_stress_0.70,0.70
3731,3732_1046_TAI_FEA_XX_stress_0.90,0.90
3732,3733_1046_TAI_HAP_XX_stress_0.10,0.10
3733,3734_1046_TAI_NEU_XX_stress_0.20,0.20
3734,3735_1046_TAI_SAD_XX_stress_0.75,0.75
3735,3736_1046_TIE_ANG_XX_stress_0.90,0.90
3736,3737_1046_TIE_DIS_XX_stress_0.70,0.70
3737,3738_1046_TIE_FEA_XX_stress_0.90,0.90
3738,3739_1046_TIE_HAP_XX_stress_0.10,0.10
3739,3740_1046_TIE_NEU_XX_stress_0.20,0.20
3740,3741_1046_TIE_SAD_XX_stress_0.75,0.75
3741,3742_1046_TSI_ANG_XX_stress_0.90,0.90
3742,3743_1046_TSI_DIS_XX_stress_0.70,0.70
3743,3744_1046_TSI_FEA_XX_stress_0.90,0.90
3744,3745_1046_TSI_HAP_XX_stress_0.10,0.10
3745,3746_1046_TSI_NEU_XX_stress_0.20,0.20
3746,3747_1046_TSI_SAD_XX_stress_0.75,0.75
3747,3748_1046_WSI_ANG_XX_stress_0.90,0.90
3748,3749_1046_WSI_DIS_XX_stress_0.70,0.70
3749,3750_1046_WSI_FEA_XX_stress_0.90,0.90
3750,3751_1046_WSI_HAP_XX_stress_0.10,0.10
3751,3752_1046_WSI_NEU_XX_stress_0.20,0.20
3752,3753_1046_WSI_SAD_XX_stress_0.75,0.75
3753,3754_1047_DFA_ANG_XX_stress_0.90,0.90
3754,3755_1047_DFA_DIS_XX_stress_0.70,0.70
3755,3756_1047_DFA_FEA_XX_stress_0.90,0.90
3756,3757_1047_DFA_HAP_XX_stress_0.10,0.10
3757,3758_1047_DFA_NEU_XX_stress_0.20,0.20
3758,3759_1047_DFA_SAD_XX_stress_0.75,0.75
3759,3760_1047_IEO_ANG_HI_stress_1.00,1.00
3760,3761_1047_IEO_ANG_LO_stress_0.80,0.80
3761,3762_1047_IEO_ANG_MD_stress_0.90,0.90
3762,3763_1047_IEO_DIS_HI_stress_0.80,0.80
3763,3764_1047_IEO_DIS_LO_stress_0.60,0.60
3764,3765_1047_IEO_DIS_MD_stress_0.70,0.70
3765,3766_1047_IEO_FEA_HI_stress_1.00,1.00
3766,3767_1047_IEO_FEA_LO_stress_0.80,0.80
3767,3768_1047_IEO_FEA_MD_stress_0.90,0.90
3768,3769_1047_IEO_HAP_HI_stress_0.00,0.00
3769,3770_1047_IEO_HAP_LO_stress_0.20,0.20
3770,3771_1047_IEO_HAP_MD_stress_0.10,0.10
3771,3772_1047_IEO_NEU_XX_stress_0.20,0.20
3772,3773_1047_IEO_SAD_HI_stress_0.90,0.90
3773,3774_1047_IEO_SAD_LO_stress_0.60,0.60
3774,3775_1047_IEO_SAD_MD_stress_0.75,0.75
3775,3776_1047_IOM_ANG_XX_stress_0.90,0.90
3776,3777_1047_IOM_DIS_XX_stress_0.70,0.70
3777,3778_1047_IOM_FEA_XX_stress_0.90,0.90
3778,3779_1047_IOM_HAP_XX_stress_0.10,0.10
3779,3780_1047_IOM_NEU_XX_stress_0.20,0.20
3780,3781_1047_IOM_SAD_XX_stress_0.75,0.75
3781,3782_1047_ITH_ANG_XX_stress_0.90,0.90
3782,3783_1047_ITH_DIS_XX_stress_0.70,0.70
3783,3784_1047_ITH_FEA_XX_stress_0.90,0.90
3784,3785_1047_ITH_HAP_XX_stress_0.10,0.10
3785,3786_1047_ITH_NEU_XX_stress_0.20,0.20
3786,3787_1047_ITH_SAD_XX_stress_0.75,0.75
3787,3788_1047_ITS_ANG_XX_stress_0.90,0.90
3788,3789_1047_ITS_DIS_XX_stress_0.70,0.70
3789,3790_1047_ITS_FEA_XX_stress_0.90,0.90
3790,3791_1047_ITS_HAP_XX_stress_0.10,0.10
3791,3792_1047_ITS_NEU_XX_stress_0.20,0.20
3792,3793_1047_ITS_SAD_XX_stress_0.75,0.75
3793,3794_1047_IWL_ANG_XX_stress_0.90,0.90
3794,3795_1047_IWL_DIS_XX_stress_0.70,0.70
3795,3796_1047_IWL_FEA_XX_stress_0.90,0.90
3796,3797_1047_IWL_HAP_XX_stress_0.10,0.10
3797,3798_1047_IWL_NEU_XX_stress_0.20,0.20
3798,3799_1047_IWL_SAD_XX_stress_0.75,0.75
3799,3800_1047_IWW_ANG_XX_stress_0.90,0.90
3800,3801_1047_IWW_DIS_XX_stress_0.70,0.70
3801,3802_1047_IWW_FEA_XX_stress_0.90,0.90
3802,3803_1047_IWW_HAP_XX_stress_0.10,0.10
3803,3804_1047_IWW_NEU_XX_stress_0.20,0.20
3804,3805_1047_IWW_SAD_XX_stress_0.75,0.75
3805,3806_1047_MTI_ANG_XX_stress_0.90,0.90
3806,3807_1047_MTI_DIS_XX_stress_0.70,0.70
3807,3808_1047_MTI_FEA_XX_stress_0.90,0.90
3808,3809_1047_MTI_HAP_XX_stress_0.10,0.10
3809,3810_1047_MTI_NEU_XX_stress_0.20,0.20
3810,3811_1047_MTI_SAD_XX_stress_0.75,0.75
3811,3812_1047_TAI_ANG_XX_stress_0.90,0.90
3812,3813_1047_TAI_DIS_XX_stress_0.70,0.70
3813,3814_1047_TAI_FEA_XX_stress_0.90,0.90
3814,3815_1047_TAI_HAP_XX_stress_0.10,0.10
3815,3816_1047_TAI_NEU_XX_stress_0.20,0.20
3816,3817_1047_TAI_SAD_XX_stress_0.75,0.75
3817,3818_1047_TIE_ANG_XX_stress_0.90,0.90
3818,3819_1047_TIE_DIS_XX_stress_0.70,0.70
3819,3820_1047_TIE_FEA_XX_stress_0.90,0.90
3820,3821_1047_TIE_HAP_XX_stress_0.10,0.10
3821,3822_1047_TIE_NEU_XX_stress_0.20,0.20
3822,3823_1047_TIE_SAD_XX_stress_0.75,0.75
3823,3824_1047_TSI_ANG_XX_stress_0.90,0.90
3824,3825_1047_TSI_DIS_XX_stress_0.70,0.70
3825,3826_1047_TSI_FEA_XX_stress_0.90,0.90
3826,3827_1047_TSI_HAP_XX_stress_0.10,0.10
3827,3828_1047_TSI_NEU_XX_stress_0.20,0.20
3828,3829_1047_TSI_SAD_XX_stress_0.75,0.75
3829,3830_1047_WSI_ANG_XX_stress_0.90,0.90
3830,3831_1047_WSI_DIS_XX_stress_0.70,0.70
3831,3832_1047_WSI_FEA_XX_stress_0.90,0.90
3832,3833_1047_WSI_HAP_XX_stress_0.10,0.10
3833,3834_1047_WSI_NEU_XX_stress_0.20,0.20
3834,3835_1047_WSI_SAD_XX_stress_0.75,0.75
3835,3836_1048_DFA_ANG_XX_stress_0.90,0.90
3836,3837_1048_DFA_DIS_XX_stress_0.70,0.70
3837,3838_1048_DFA_FEA_XX_stress_0.90,0.90
3838,3839_1048_DFA_HAP_XX_stress_0.10,0.10
3839,3840_1048_DFA_NEU_XX_stress_0.20,0.20
3840,3841_1048_DFA_SAD_XX_stress_0.75,0.75
3841,3842_1048_IEO_ANG_HI_stress_1.00,1.00
